zip,province,building_type,bedroom,construction_Year,price,heating_type,land_surface
1410,Walloon Brabant,HOUSE,3,1972,389000,GAS,120
1410,Walloon Brabant,HOUSE,3,1936,785000,GAS,1246
1420,Walloon Brabant,HOUSE,4,1970,635000,GAS,882
1380,Walloon Brabant,HOUSE,7,2000,995000,GAS,2000
1420,Walloon Brabant,HOUSE,4,2018,675000,GAS,596
1410,Walloon Brabant,HOUSE,4,1989,1095000,ELECTRIC,2789
1460,Walloon Brabant,HOUSE,3,2004,399000,GAS,400
1410,Walloon Brabant,HOUSE,5,1979,749000,GAS,891
1350,Walloon Brabant,HOUSE,3,1990,495000,FUELOIL,2700
1410,Walloon Brabant,HOUSE,3,1985,585000,GAS,588
1480,Walloon Brabant,HOUSE,6,2008,425000,GAS,626
1367,Walloon Brabant,HOUSE,4,2000,350000,ELECTRIC,915
1410,Walloon Brabant,HOUSE,3,1967,520000,GAS,508
1420,Walloon Brabant,HOUSE,4,1966,440000,FUELOIL,503
1400,Walloon Brabant,HOUSE,3,1900,195000,GAS,37
1460,Walloon Brabant,HOUSE,3,1970,300000,FUELOIL,1300
1420,Walloon Brabant,HOUSE,5,1950,1195000,FUELOIL,25882
1480,Walloon Brabant,HOUSE,3,1970,320000,GAS,560
1400,Walloon Brabant,HOUSE,3,1990,359000,ELECTRIC,289
1410,Walloon Brabant,HOUSE,5,1993,750000,FUELOIL,893
1410,Walloon Brabant,HOUSE,4,1977,415000,GAS,261
1400,Walloon Brabant,HOUSE,6,2010,950000,FUELOIL,3320
1420,Walloon Brabant,HOUSE,4,1967,575000,GAS,703
1330,Walloon Brabant,HOUSE,8,2009,1595000,GAS,207
1370,Walloon Brabant,HOUSE,3,1900,240000,FUELOIL,170
1342,Walloon Brabant,HOUSE,8,1958,1500000,FUELOIL,20000
1330,Walloon Brabant,HOUSE,3,1960,345000,GAS,431
1410,Walloon Brabant,HOUSE,4,1975,685000,GAS,729
1430,Walloon Brabant,HOUSE,4,1920,335000,FUELOIL,590
1420,Walloon Brabant,HOUSE,3,1989,450000,GAS,1109
1420,Walloon Brabant,HOUSE,5,1988,425000,GAS,165
1460,Walloon Brabant,HOUSE,5,1950,1195000,FUELOIL,25882
1495,Walloon Brabant,HOUSE,2,1850,175000,ELECTRIC,74
1367,Walloon Brabant,HOUSE,2,1970,280000,FUELOIL,3068
1480,Walloon Brabant,HOUSE,3,2012,385000,GAS,408
1410,Walloon Brabant,HOUSE,4,2022,1075000,ELECTRIC,560
1440,Walloon Brabant,HOUSE,3,1932,450000,FUELOIL,2581
1380,Walloon Brabant,HOUSE,6,2007,2475000,FUELOIL,12901
1325,Walloon Brabant,HOUSE,6,1978,1349000,FUELOIL,2500
1342,Walloon Brabant,HOUSE,7,1958,1500000,GAS,20000
1410,Walloon Brabant,HOUSE,4,1995,850000,ELECTRIC,1500
1420,Walloon Brabant,HOUSE,4,2003,670000,GAS,1453
1400,Walloon Brabant,HOUSE,3,1986,425000,FUELOIL,630
1370,Walloon Brabant,HOUSE,3,1874,375000,FUELOIL,1259
1340,Walloon Brabant,HOUSE,1,1990,320000,ELECTRIC,4500
1325,Walloon Brabant,HOUSE,3,1890,399000,FUELOIL,317
1480,Walloon Brabant,HOUSE,6,1960,1295000,FUELOIL,49814
1470,Walloon Brabant,HOUSE,4,1981,650000,ELECTRIC,2470
1380,Walloon Brabant,HOUSE,3,1975,1190000,FUELOIL,2327
1420,Walloon Brabant,HOUSE,4,1972,395000,FUELOIL,409
1480,Walloon Brabant,HOUSE,3,1964,310000,FUELOIL,665
1380,Walloon Brabant,HOUSE,7,1971,3200000,FUELOIL,5300
1480,Walloon Brabant,HOUSE,4,1970,215000,GAS,180
1480,Walloon Brabant,HOUSE,3,1830,325000,GAS,750
1480,Walloon Brabant,HOUSE,5,1950,250000,GAS,375
1495,Walloon Brabant,HOUSE,5,1974,395000,FUELOIL,1405
1332,Walloon Brabant,HOUSE,3,1972,725000,FUELOIL,935
1301,Walloon Brabant,HOUSE,5,1988,599000,FUELOIL,815
1301,Walloon Brabant,HOUSE,3,1979,460000,GAS,385
1410,Walloon Brabant,HOUSE,3,2007,595000,GAS,538
1380,Walloon Brabant,HOUSE,6,1980,945000,GAS,4950
1320,Walloon Brabant,HOUSE,4,1950,395000,FUELOIL,917
1332,Walloon Brabant,HOUSE,4,1900,1350000,FUELOIL,1153
1370,Walloon Brabant,HOUSE,4,2022,440000,GAS,771
1420,Walloon Brabant,HOUSE,6,1959,1975000,FUELOIL,5000
1480,Walloon Brabant,HOUSE,3,2023,337287,GAS,757
1410,Walloon Brabant,HOUSE,5,1979,850000,FUELOIL,1000
1420,Walloon Brabant,HOUSE,4,1972,410000,GAS,320
1315,Walloon Brabant,HOUSE,3,1949,360000,FUELOIL,988
1350,Walloon Brabant,HOUSE,4,2003,395000,FUELOIL,1600
1420,Walloon Brabant,HOUSE,3,2018,455000,GAS,135
1348,Walloon Brabant,HOUSE,3,1988,605000,GAS,1471
1440,Walloon Brabant,HOUSE,6,1960,1295000,FUELOIL,49814
1480,Walloon Brabant,HOUSE,3,2012,330000,GAS,220
1410,Walloon Brabant,HOUSE,5,1992,745000,GAS,900
1320,Walloon Brabant,HOUSE,4,1945,419000,GAS,1000
1404,Walloon Brabant,HOUSE,4,1985,600000,FUELOIL,10000
1400,Walloon Brabant,HOUSE,5,1930,395000,GAS,75
1300,Walloon Brabant,HOUSE,3,1976,385000,GAS,707
1440,Walloon Brabant,HOUSE,3,1989,395000,ELECTRIC,415
1367,Walloon Brabant,HOUSE,3,1993,349000,FUELOIL,1988
1370,Walloon Brabant,HOUSE,2,1850,319000,FUELOIL,340
1410,Walloon Brabant,HOUSE,4,1971,640000,FUELOIL,658
1330,Walloon Brabant,HOUSE,6,2022,699000,GAS,459
1330,Walloon Brabant,HOUSE,4,1934,595000,FUELOIL,1826
1495,Walloon Brabant,HOUSE,4,1899,395000,FUELOIL,1447
1420,Walloon Brabant,HOUSE,3,1920,245000,GAS,162
1480,Walloon Brabant,HOUSE,3,1960,250000,GAS,216
1330,Walloon Brabant,HOUSE,4,1958,395000,FUELOIL,665
1480,Walloon Brabant,HOUSE,2,1963,219000,GAS,272
1315,Walloon Brabant,HOUSE,3,1992,395000,ELECTRIC,1000
1390,Walloon Brabant,HOUSE,5,1969,360000,GAS,400
1330,Walloon Brabant,HOUSE,4,1967,415000,FUELOIL,616
1300,Walloon Brabant,HOUSE,4,2021,598000,GAS,222
1400,Walloon Brabant,HOUSE,7,1880,1495000,FUELOIL,10550
1430,Walloon Brabant,HOUSE,3,1940,219000,GAS,218
1301,Walloon Brabant,HOUSE,8,1995,1795000,FUELOIL,28800
1348,Walloon Brabant,HOUSE,4,1979,540000,GAS,340
1330,Walloon Brabant,HOUSE,5,1900,760000,GAS,800
1480,Walloon Brabant,HOUSE,3,1950,239000,GAS,284
1350,Walloon Brabant,HOUSE,4,1870,349000,FUELOIL,1722
1340,Walloon Brabant,HOUSE,5,2007,649000,GAS,632
1370,Walloon Brabant,HOUSE,4,1995,379000,FUELOIL,328
1472,Walloon Brabant,HOUSE,2,1900,229900,FUELOIL,475
1400,Walloon Brabant,HOUSE,5,1755,495000,GAS,200
1330,Walloon Brabant,HOUSE,3,1930,370000,ELECTRIC,600
1420,Walloon Brabant,HOUSE,3,1875,415000,FUELOIL,1000
1420,Walloon Brabant,HOUSE,3,1967,297500,FUELOIL,500
1420,Walloon Brabant,HOUSE,4,1974,475000,ELECTRIC,998
1440,Walloon Brabant,HOUSE,5,1754,980000,PELLET,3000
1420,Walloon Brabant,HOUSE,5,1890,1750000,FUELOIL,2500
1360,Walloon Brabant,HOUSE,4,1993,465000,ELECTRIC,784
1310,Walloon Brabant,HOUSE,5,2011,725000,GAS,296
1390,Walloon Brabant,HOUSE,5,1972,1560000,FUELOIL,11185
1410,Walloon Brabant,HOUSE,3,1930,350000,FUELOIL,735
1404,Walloon Brabant,HOUSE,3,1830,850000,PELLET,16000
1300,Walloon Brabant,HOUSE,3,1920,305000,GAS,280
1450,Walloon Brabant,HOUSE,4,2000,425000,GAS,977
1430,Walloon Brabant,HOUSE,2,1950,230000,GAS,320
1421,Walloon Brabant,HOUSE,3,1979,379000,GAS,480
1490,Walloon Brabant,HOUSE,3,1945,295000,GAS,166
1310,Walloon Brabant,HOUSE,3,1965,515000,GAS,843
1367,Walloon Brabant,HOUSE,3,2021,375000,GAS,813
1435,Walloon Brabant,HOUSE,3,2019,460000,GAS,397
1495,Walloon Brabant,HOUSE,5,1992,790000,FUELOIL,3700
1380,Walloon Brabant,HOUSE,4,2000,1395000,FUELOIL,4132
1400,Walloon Brabant,HOUSE,3,1992,445000,FUELOIL,1163
8530,West Flanders,HOUSE,4,2013,1365000,GAS,1428
8630,West Flanders,HOUSE,4,1978,270000,FUELOIL,389
8500,West Flanders,HOUSE,7,1988,666286,GAS,165
8830,West Flanders,HOUSE,4,2021,300000,GAS,227
8870,West Flanders,HOUSE,2,1954,209000,GAS,237
8340,West Flanders,HOUSE,3,1963,450000,GAS,1654
8200,West Flanders,HOUSE,5,1971,598000,GAS,1286
8300,West Flanders,HOUSE,4,1980,550000,GAS,200
8820,West Flanders,HOUSE,3,1987,398000,GAS,576
8460,West Flanders,HOUSE,4,1977,259000,FUELOIL,584
8210,West Flanders,HOUSE,4,2021,429000,GAS,423
8800,West Flanders,HOUSE,3,1937,250000,GAS,193
8310,West Flanders,HOUSE,4,1934,249000,GAS,140
8830,West Flanders,HOUSE,4,2020,291500,GAS,225
8500,West Flanders,HOUSE,4,1972,850000,FUELOIL,1953
8830,West Flanders,HOUSE,4,2020,281000,GAS,247
8420,West Flanders,HOUSE,2,2016,97410,GAS,155
8300,West Flanders,HOUSE,8,1989,5495000,GAS,1174
8300,West Flanders,HOUSE,3,1976,560000,GAS,131
8420,West Flanders,HOUSE,3,1993,329000,ELECTRIC,142
8890,West Flanders,HOUSE,3,1995,595000,GAS,1319
8800,West Flanders,HOUSE,5,1930,275000,GAS,280
8800,West Flanders,HOUSE,3,1994,545000,GAS,868
8550,West Flanders,HOUSE,2,1960,325000,FUELOIL,367
8870,West Flanders,HOUSE,3,2022,334646,GAS,256
8530,West Flanders,HOUSE,3,2022,390000,GAS,514
8501,West Flanders,HOUSE,3,2021,319033,GAS,398
8400,West Flanders,HOUSE,3,1958,279000,GAS,166
8540,West Flanders,HOUSE,3,1962,379000,GAS,464
8720,West Flanders,HOUSE,3,1960,375000,FUELOIL,962
8900,West Flanders,HOUSE,3,1930,249000,GAS,91
8830,West Flanders,HOUSE,3,2020,294000,GAS,249
8830,West Flanders,HOUSE,4,2020,306000,GAS,267
8870,West Flanders,HOUSE,4,1932,179500,GAS,291
8630,West Flanders,HOUSE,3,2019,325000,GAS,302
8840,West Flanders,HOUSE,3,1925,175000,WOOD,285
8540,West Flanders,HOUSE,3,1991,310000,GAS,625
8550,West Flanders,HOUSE,3,2021,335000,GAS,151
8550,West Flanders,HOUSE,3,2021,360524,GAS,288
8550,West Flanders,HOUSE,3,2019,243265,GAS,123
8550,West Flanders,HOUSE,3,2021,317619,GAS,276
8550,West Flanders,HOUSE,3,2021,338976,GAS,226
8670,West Flanders,HOUSE,2,1996,440000,GAS,546
8780,West Flanders,HOUSE,4,1992,425000,FUELOIL,600
8790,West Flanders,HOUSE,5,1968,1295000,FUELOIL,2250
8301,West Flanders,HOUSE,2,2018,101900,GAS,170
8370,West Flanders,HOUSE,3,1967,190000,GAS,58
8540,West Flanders,HOUSE,4,1959,995000,GAS,1488
8820,West Flanders,HOUSE,2,1976,159000,GAS,422
8550,West Flanders,HOUSE,3,2021,390161,GAS,405
8587,West Flanders,HOUSE,3,2022,315000,GAS,84
8890,West Flanders,HOUSE,3,1959,365000,GAS,468
8710,West Flanders,HOUSE,3,1995,690000,FUELOIL,1675
8840,West Flanders,HOUSE,3,1930,185000,GAS,191
8530,West Flanders,HOUSE,3,2012,255000,GAS,75
8450,West Flanders,HOUSE,2,2020,229000,GAS,150
8510,West Flanders,HOUSE,4,1986,500000,ELECTRIC,797
8300,West Flanders,HOUSE,4,1977,3650000,GAS,515
8870,West Flanders,HOUSE,3,2019,301664,GAS,248
8550,West Flanders,HOUSE,3,2021,361128,GAS,226
8510,West Flanders,HOUSE,3,1969,259000,FUELOIL,305
8300,West Flanders,HOUSE,4,1998,3950000,GAS,1084
8430,West Flanders,HOUSE,3,1962,190000,GAS,255
8460,West Flanders,HOUSE,3,1918,270000,GAS,240
8020,West Flanders,HOUSE,6,2001,725000,GAS,4146
8800,West Flanders,HOUSE,5,1950,549000,GAS,600
8587,West Flanders,HOUSE,3,2022,340000,GAS,108
8300,West Flanders,HOUSE,4,2020,1095000,GAS,423
8531,West Flanders,HOUSE,3,1977,325000,GAS,223
8020,West Flanders,HOUSE,3,2021,374070,GAS,278
8691,West Flanders,HOUSE,4,1930,395000,GAS,892
8380,West Flanders,HOUSE,3,1953,259000,GAS,137
8670,West Flanders,HOUSE,3,1991,765000,GAS,906
8550,West Flanders,HOUSE,3,2019,230819,GAS,115
8450,West Flanders,HOUSE,4,1951,385000,GAS,632
8650,West Flanders,HOUSE,3,2017,308457,GAS,352
8710,West Flanders,HOUSE,3,1955,235000,GAS,543
8301,West Flanders,HOUSE,3,1948,2195000,GAS,520
8370,West Flanders,HOUSE,3,1956,150000,GAS,61
8800,West Flanders,HOUSE,3,1951,290000,GAS,280
8810,West Flanders,HOUSE,3,1974,338000,GAS,442
8530,West Flanders,HOUSE,3,1918,159000,GAS,75
8490,West Flanders,HOUSE,3,1977,495000,FUELOIL,1097
8500,West Flanders,HOUSE,3,1972,499000,GAS,1015
8340,West Flanders,HOUSE,6,2011,995000,GAS,826
8550,West Flanders,HOUSE,2,2021,336312,GAS,289
8755,West Flanders,HOUSE,3,1963,325000,GAS,1728
8300,West Flanders,HOUSE,5,2006,3675000,FUELOIL,42000
8800,West Flanders,HOUSE,3,1977,220000,GAS,50
8550,West Flanders,HOUSE,2,2021,333396,GAS,276
8890,West Flanders,HOUSE,5,1993,545000,GAS,447
8560,West Flanders,HOUSE,3,1976,384000,GAS,674
8600,West Flanders,HOUSE,3,1930,280000,GAS,95
8755,West Flanders,HOUSE,3,2022,369974,GAS,550
8755,West Flanders,HOUSE,3,1948,495000,FUELOIL,4831
8540,West Flanders,HOUSE,4,2001,595000,ELECTRIC,2518
8460,West Flanders,HOUSE,12,1991,1550000,GAS,5088
8908,West Flanders,HOUSE,3,1960,230000,GAS,304
8940,West Flanders,HOUSE,3,1998,275000,GAS,376
8420,West Flanders,HOUSE,3,2000,495000,GAS,478
8930,West Flanders,HOUSE,6,1941,830000,GAS,804
8820,West Flanders,HOUSE,3,2021,367000,GAS,110
8510,West Flanders,HOUSE,2,1969,569000,FUELOIL,1171
8450,West Flanders,HOUSE,9,1963,695000,FUELOIL,1136
8400,West Flanders,HOUSE,3,1971,750000,FUELOIL,2030
8820,West Flanders,HOUSE,4,2020,280000,GAS,116
8400,West Flanders,HOUSE,2,1993,170000,ELECTRIC,176
8460,West Flanders,OTHER,12,1991,1550000,GAS,5088
8930,West Flanders,HOUSE,4,2018,450000,ELECTRIC,376
8600,West Flanders,HOUSE,3,1930,160000,GAS,351
8820,West Flanders,HOUSE,4,2020,305000,GAS,199
8800,West Flanders,HOUSE,4,2007,495000,GAS,1140
8830,West Flanders,HOUSE,4,2020,232000,GAS,113
8800,West Flanders,HOUSE,3,1945,149000,FUELOIL,195
8600,West Flanders,HOUSE,3,2012,298000,GAS,231
8000,West Flanders,HOUSE,3,1978,279000,GAS,243
8400,West Flanders,HOUSE,3,1988,410000,GAS,491
8820,West Flanders,HOUSE,4,2020,280000,GAS,111
8500,West Flanders,HOUSE,3,1937,229000,GAS,360
8755,West Flanders,HOUSE,3,2022,500719,GAS,872
8510,West Flanders,HOUSE,5,1992,850000,FUELOIL,1835
8830,West Flanders,HOUSE,4,2020,261500,GAS,113
8800,West Flanders,HOUSE,3,2010,299000,GAS,167
8940,West Flanders,HOUSE,3,2021,309350,GAS,366
8370,West Flanders,HOUSE,3,1972,336000,FUELOIL,262
8840,West Flanders,HOUSE,3,1930,310000,FUELOIL,952
8500,West Flanders,HOUSE,5,1967,585000,FUELOIL,2030
8755,West Flanders,HOUSE,3,2001,1230000,FUELOIL,10026
8310,West Flanders,HOUSE,3,1939,295000,ELECTRIC,217
8610,West Flanders,HOUSE,2,2006,374000,GAS,558
8830,West Flanders,HOUSE,4,2020,270000,GAS,225
8310,West Flanders,HOUSE,6,1968,530000,GAS,201
8800,West Flanders,HOUSE,4,1991,309000,GAS,117
8530,West Flanders,HOUSE,5,1964,285000,GAS,138
8610,West Flanders,HOUSE,3,1970,320000,FUELOIL,1011
8500,West Flanders,HOUSE,4,1980,1750000,FUELOIL,8215
8600,West Flanders,HOUSE,4,1979,1800000,FUELOIL,15000
8900,West Flanders,HOUSE,4,1957,189000,FUELOIL,133
8420,West Flanders,HOUSE,7,1920,980000,GAS,264
8310,West Flanders,HOUSE,4,2007,1150000,GAS,1680
8820,West Flanders,HOUSE,3,2020,305000,GAS,177
8720,West Flanders,HOUSE,5,1946,375000,FUELOIL,840
8400,West Flanders,HOUSE,2,1965,345000,GAS,567
8660,West Flanders,HOUSE,3,1928,295000,FUELOIL,245
8860,West Flanders,HOUSE,3,1957,219000,FUELOIL,305
8870,West Flanders,HOUSE,3,2017,252000,GAS,144
8300,West Flanders,HOUSE,6,1936,975000,GAS,249
8020,West Flanders,HOUSE,4,1983,520000,ELECTRIC,1402
8820,West Flanders,HOUSE,4,2020,280000,GAS,130
8890,West Flanders,HOUSE,5,1928,325000,ELECTRIC,236
8710,West Flanders,HOUSE,6,1966,885000,FUELOIL,1795
8830,West Flanders,HOUSE,4,2021,270000,GAS,250
8830,West Flanders,HOUSE,3,2020,281500,GAS,197
8000,West Flanders,HOUSE,6,1968,530000,GAS,201
8560,West Flanders,HOUSE,3,1962,268000,GAS,480
8301,West Flanders,HOUSE,6,1936,975000,GAS,249
8830,West Flanders,HOUSE,4,2020,309000,GAS,250
8300,West Flanders,HOUSE,5,1925,535000,GAS,72
8500,West Flanders,HOUSE,3,1958,239000,GAS,108
8300,West Flanders,HOUSE,5,2022,4200000,GAS,1194
8870,West Flanders,HOUSE,3,1920,187000,GAS,210
8434,West Flanders,HOUSE,2,1994,199000,ELECTRIC,286
8620,West Flanders,HOUSE,6,1930,600000,ELECTRIC,85
8301,West Flanders,HOUSE,1,2022,635000,GAS,225
8310,West Flanders,HOUSE,5,1951,310000,GAS,150
8550,West Flanders,HOUSE,3,2019,261500,GAS,406
8400,West Flanders,HOUSE,3,1971,559000,GAS,96
8940,West Flanders,HOUSE,3,1950,175000,GAS,347
8300,West Flanders,HOUSE,5,2022,3950000,GAS,1084
8300,West Flanders,HOUSE,4,2022,4200000,GAS,1194
8400,West Flanders,HOUSE,3,2021,299000,GAS,100
8420,West Flanders,HOUSE,2,1988,390000,ELECTRIC,590
8470,West Flanders,HOUSE,4,2013,392000,GAS,400
8830,West Flanders,HOUSE,3,2020,286500,GAS,248
8530,West Flanders,HOUSE,3,2022,272000,GAS,221
8470,West Flanders,HOUSE,3,1963,325000,GAS,399
8750,West Flanders,HOUSE,3,1957,217000,FUELOIL,348
8340,West Flanders,HOUSE,4,1967,595000,FUELOIL,672
8210,West Flanders,HOUSE,4,1964,450000,ELECTRIC,1827
8870,West Flanders,HOUSE,3,2020,239688,GAS,245
8790,West Flanders,HOUSE,4,1982,477500,ELECTRIC,699
8830,West Flanders,HOUSE,4,2020,264000,GAS,113
8300,West Flanders,HOUSE,4,2022,3695000,GAS,788
8900,West Flanders,HOUSE,3,1985,285000,GAS,587
8870,West Flanders,HOUSE,2,1949,195000,GAS,404
8200,West Flanders,HOUSE,4,1988,645000,GAS,576
8550,West Flanders,HOUSE,2,2021,258194,GAS,179
8780,West Flanders,HOUSE,3,1918,335000,GAS,346
8520,West Flanders,HOUSE,3,1980,267000,GAS,179
8570,West Flanders,HOUSE,3,2020,358260,GAS,215
8370,West Flanders,HOUSE,4,2010,650000,GAS,400
8501,West Flanders,HOUSE,3,1935,165000,GAS,130
8550,West Flanders,HOUSE,3,2022,280000,GAS,276
8755,West Flanders,HOUSE,3,2022,365124,GAS,556
8340,West Flanders,HOUSE,4,2023,634500,GAS,674
8370,West Flanders,HOUSE,2,1900,179000,GAS,55
8820,West Flanders,HOUSE,3,1881,489000,GAS,429
8560,West Flanders,HOUSE,3,2021,269000,GAS,237
8300,West Flanders,HOUSE,3,1930,895000,GAS,395
8800,West Flanders,HOUSE,3,1964,395000,GAS,233
8000,West Flanders,OTHER,8,1889,530000,FUELOIL,760
8530,West Flanders,HOUSE,1,2020,185000,ELECTRIC,60
8490,West Flanders,HOUSE,3,1973,595000,FUELOIL,2000
8830,West Flanders,HOUSE,4,2020,267500,GAS,137
8560,West Flanders,HOUSE,3,2022,269000,GAS,246
8000,West Flanders,HOUSE,3,1975,379000,ELECTRIC,394
8792,West Flanders,HOUSE,3,1957,795000,FUELOIL,4047
8020,West Flanders,HOUSE,3,2021,495000,GAS,117
8300,West Flanders,HOUSE,5,1928,3995000,FUELOIL,925
8620,West Flanders,HOUSE,5,2008,1249000,GAS,1085
8930,West Flanders,HOUSE,2,1950,170000,GAS,135
8020,West Flanders,HOUSE,3,2021,440000,GAS,133
8550,West Flanders,HOUSE,3,2021,243027,GAS,174
8900,West Flanders,HOUSE,4,2021,259000,GAS,123
8550,West Flanders,HOUSE,2,2021,257663,GAS,179
8501,West Flanders,HOUSE,2,2021,249727,GAS,190
8400,West Flanders,HOUSE,4,2022,315000,GAS,73
8500,West Flanders,HOUSE,3,2008,1600000,GAS,3500
8310,West Flanders,HOUSE,2,1899,215000,GAS,114
8420,West Flanders,HOUSE,6,1987,1345000,GAS,1796
8550,West Flanders,HOUSE,2,1967,339000,FUELOIL,1373
8750,West Flanders,HOUSE,4,2021,367000,GAS,263
8880,West Flanders,HOUSE,3,1978,220000,GAS,357
8870,West Flanders,HOUSE,3,1930,219000,GAS,130
8501,West Flanders,HOUSE,6,1899,925000,GAS,1557
8000,West Flanders,HOUSE,6,1923,599000,GAS,157
8433,West Flanders,HOUSE,3,1967,342000,FUELOIL,835
8550,West Flanders,HOUSE,2,1940,189000,FUELOIL,210
8420,West Flanders,HOUSE,4,1966,275000,GAS,619
8310,West Flanders,HOUSE,3,1960,385000,FUELOIL,647
8511,West Flanders,HOUSE,3,1933,189000,GAS,295
8800,West Flanders,HOUSE,3,1930,239000,GAS,1310
8560,West Flanders,HOUSE,3,2021,319700,GAS,178
8770,West Flanders,HOUSE,4,1960,269000,FUELOIL,715
8300,West Flanders,HOUSE,4,2010,1295000,GAS,301
8500,West Flanders,HOUSE,3,1947,299000,GAS,190
8647,West Flanders,HOUSE,4,2000,1100000,FUELOIL,4803
8930,West Flanders,HOUSE,2,1967,149000,GAS,353
8000,West Flanders,HOUSE,3,2017,368500,GAS,158
8810,West Flanders,HOUSE,3,2021,350400,GAS,280
8780,West Flanders,HOUSE,3,2021,311100,GAS,225
8300,West Flanders,HOUSE,4,1992,2175000,GAS,586
8793,West Flanders,HOUSE,3,2004,365000,GAS,374
8480,West Flanders,HOUSE,3,1933,269000,FUELOIL,313
8560,West Flanders,HOUSE,5,1966,429000,FUELOIL,1158
8870,West Flanders,HOUSE,4,1939,169000,GAS,93
8792,West Flanders,HOUSE,4,1948,450000,FUELOIL,1420
8610,West Flanders,HOUSE,3,2010,440000,SOLAR,1200
8790,West Flanders,HOUSE,4,1981,299000,GAS,424
8520,West Flanders,HOUSE,3,2010,989000,FUELOIL,1452
8640,West Flanders,HOUSE,3,2022,405239,GAS,485
8510,West Flanders,HOUSE,3,2018,329000,GAS,198
8540,West Flanders,HOUSE,3,2022,614257,GAS,850
8400,West Flanders,HOUSE,1,2019,225000,GAS,70
8460,West Flanders,HOUSE,3,1965,335000,GAS,765
8690,West Flanders,HOUSE,5,1863,995000,FUELOIL,13770
8000,West Flanders,HOUSE,9,2018,1795000,GAS,110
8670,West Flanders,HOUSE,3,1979,449000,GAS,599
8310,West Flanders,HOUSE,4,1820,2000000,GAS,4997
8400,West Flanders,HOUSE,3,1963,125000,GAS,150
8550,West Flanders,HOUSE,3,2022,379000,GAS,267
8740,West Flanders,HOUSE,3,1932,282000,GAS,1115
8434,West Flanders,HOUSE,3,1965,362500,GAS,497
8200,West Flanders,HOUSE,4,1930,328000,GAS,135
8660,West Flanders,HOUSE,3,1918,330000,ELECTRIC,723
8792,West Flanders,HOUSE,3,1990,445000,ELECTRIC,558
8670,West Flanders,HOUSE,3,1958,1050000,GAS,1611
8908,West Flanders,HOUSE,4,1930,149000,CARBON,243
8790,West Flanders,HOUSE,3,1950,300000,GAS,700
8700,West Flanders,HOUSE,3,1997,499000,GAS,380
8920,West Flanders,HOUSE,4,1983,199000,GAS,190
8400,West Flanders,HOUSE,4,1990,315000,GAS,131
8640,West Flanders,HOUSE,3,1958,399000,GAS,441
8830,West Flanders,HOUSE,4,1963,298000,GAS,683
8700,West Flanders,HOUSE,4,1976,630000,FUELOIL,3244
8670,West Flanders,HOUSE,4,1991,695000,GAS,931
8450,West Flanders,HOUSE,6,1930,230000,GAS,124
8370,West Flanders,HOUSE,4,1910,299000,ELECTRIC,113
8930,West Flanders,HOUSE,3,1919,149000,GAS,155
8560,West Flanders,HOUSE,4,1965,445000,FUELOIL,1172
8810,West Flanders,HOUSE,3,2021,346100,GAS,351
8700,West Flanders,HOUSE,4,2022,608150,GAS,900
8300,West Flanders,HOUSE,5,2004,1375000,GAS,145
8730,West Flanders,HOUSE,6,2018,695000,GAS,382
8500,West Flanders,HOUSE,6,1962,845000,FUELOIL,1264
8600,West Flanders,HOUSE,3,2022,445000,GAS,212
8531,West Flanders,HOUSE,3,1930,235000,FUELOIL,563
8900,West Flanders,HOUSE,4,1984,309000,GAS,495
8530,West Flanders,HOUSE,3,1981,225000,GAS,350
8670,West Flanders,HOUSE,4,1997,665000,GAS,596
8700,West Flanders,HOUSE,3,2022,569962,GAS,800
8430,West Flanders,HOUSE,4,1918,224000,GAS,69
8560,West Flanders,HOUSE,3,2021,299600,GAS,123
8880,West Flanders,HOUSE,3,1989,313500,GAS,401
8940,West Flanders,HOUSE,4,1958,230000,GAS,447
8530,West Flanders,HOUSE,4,2022,312000,GAS,231
8400,West Flanders,HOUSE,3,1965,289000,GAS,149
8434,West Flanders,HOUSE,3,2016,350000,GAS,218
8780,West Flanders,HOUSE,3,1954,264000,GAS,730
8770,West Flanders,HOUSE,3,1981,347000,GAS,542
8792,West Flanders,HOUSE,2,1918,165000,PELLET,204
8000,West Flanders,HOUSE,3,2017,353000,GAS,153
8810,West Flanders,HOUSE,3,2021,343000,GAS,275
8500,West Flanders,HOUSE,3,1955,332500,GAS,400
8830,West Flanders,HOUSE,3,2022,438353,GAS,586
8210,West Flanders,HOUSE,3,1976,245000,GAS,442
8400,West Flanders,HOUSE,3,1994,519000,ELECTRIC,700
8920,West Flanders,HOUSE,3,1975,285000,GAS,266
8930,West Flanders,HOUSE,3,1972,298000,GAS,237
8470,West Flanders,HOUSE,4,1948,239000,GAS,429
8550,West Flanders,HOUSE,3,1963,210000,GAS,189
8200,West Flanders,HOUSE,5,1966,850000,GAS,1103
8820,West Flanders,HOUSE,3,2022,340000,GAS,350
8020,West Flanders,HOUSE,2,1935,245000,GAS,615
8310,West Flanders,HOUSE,3,2022,389000,GAS,170
8560,West Flanders,HOUSE,2,1965,289000,FUELOIL,269
8800,West Flanders,HOUSE,2,1960,235000,GAS,450
8550,West Flanders,HOUSE,3,1945,199000,PELLET,175
8540,West Flanders,HOUSE,2,2019,262650,GAS,180
8793,West Flanders,HOUSE,3,2021,330000,GAS,304
